date,Region,"Case per 100,000"
2023-01-24,Region XI: Davao Region,9.0
2023-01-25,Region XI: Davao Region,21.0
2023-01-26,Region XI: Davao Region,6.0
2023-01-27,Region XI: Davao Region,14.0
2023-01-28,Region XI: Davao Region,14.0
2023-01-29,Region XI: Davao Region,13.0
2023-01-30,Region XI: Davao Region,26.0
2023-01-31,Region XI: Davao Region,10.0
2023-02-01,Region XI: Davao Region,11.0
2023-02-02,Region XI: Davao Region,23.0
2023-02-03,Region XI: Davao Region,14.0
2021-08-20,Region XI: Davao Region,570.0
2023-01-06,Region XI: Davao Region,13.0
2023-01-05,Region XI: Davao Region,18.0
2023-01-04,Region XI: Davao Region,5.0
2023-01-03,Region XI: Davao Region,4.0
2022-12-04,Region XI: Davao Region,29.0
2022-12-05,Region XI: Davao Region,23.0
2022-12-06,Region XI: Davao Region,16.0
2022-12-07,Region XI: Davao Region,13.0
2022-12-08,Region XI: Davao Region,27.0
2022-12-09,Region XI: Davao Region,26.0
2022-12-10,Region XI: Davao Region,15.0
2022-12-11,Region XI: Davao Region,24.0
2022-12-12,Region XI: Davao Region,22.0
2022-12-13,Region XI: Davao Region,13.0
2022-12-14,Region XI: Davao Region,17.0
2022-12-15,Region XI: Davao Region,12.0
2022-12-16,Region XI: Davao Region,24.0
2022-12-17,Region XI: Davao Region,19.0
2022-12-02,Region XI: Davao Region,28.0
2022-12-18,Region XI: Davao Region,12.0
2022-12-20,Region XI: Davao Region,14.0
2022-12-21,Region XI: Davao Region,19.0
2022-12-22,Region XI: Davao Region,26.0
2022-12-23,Region XI: Davao Region,26.0
2022-12-24,Region XI: Davao Region,15.0
2022-12-25,Region XI: Davao Region,16.0
2022-12-26,Region XI: Davao Region,15.0
2022-12-27,Region XI: Davao Region,5.0
2022-12-28,Region XI: Davao Region,5.0
2022-12-29,Region XI: Davao Region,16.0
2022-12-30,Region XI: Davao Region,9.0
2022-12-31,Region XI: Davao Region,28.0
2023-01-01,Region XI: Davao Region,15.0
2023-01-02,Region XI: Davao Region,8.0
2022-12-19,Region XI: Davao Region,16.0
2022-09-26,Region XI: Davao Region,82.0
2022-09-25,Region XI: Davao Region,184.0
2022-09-24,Region XI: Davao Region,105.0
2022-06-19,Region XI: Davao Region,9.0
2022-06-20,Region XI: Davao Region,13.0
2022-06-21,Region XI: Davao Region,11.0
2022-06-22,Region XI: Davao Region,10.0
2022-06-23,Region XI: Davao Region,12.0
2022-06-24,Region XI: Davao Region,20.0
2022-06-25,Region XI: Davao Region,15.0
2022-06-26,Region XI: Davao Region,14.0
2022-06-27,Region XI: Davao Region,22.0
2022-06-28,Region XI: Davao Region,20.0
2022-06-29,Region XI: Davao Region,14.0
2022-06-30,Region XI: Davao Region,21.0
2022-07-01,Region XI: Davao Region,25.0
2022-07-02,Region XI: Davao Region,23.0
2022-07-03,Region XI: Davao Region,20.0
2022-07-04,Region XI: Davao Region,20.0
2022-07-05,Region XI: Davao Region,22.0
2022-07-06,Region XI: Davao Region,23.0
2022-07-07,Region XI: Davao Region,36.0
2022-07-08,Region XI: Davao Region,23.0
2022-07-09,Region XI: Davao Region,30.0
2022-07-10,Region XI: Davao Region,27.0
2022-07-11,Region XI: Davao Region,27.0
2022-07-12,Region XI: Davao Region,16.0
2022-07-13,Region XI: Davao Region,42.0
2022-07-14,Region XI: Davao Region,50.0
2022-07-15,Region XI: Davao Region,42.0
2022-07-16,Region XI: Davao Region,53.0
2022-07-17,Region XI: Davao Region,57.0
2022-06-18,Region XI: Davao Region,13.0
2022-06-17,Region XI: Davao Region,6.0
2022-06-16,Region XI: Davao Region,8.0
2022-06-15,Region XI: Davao Region,7.0
2022-05-16,Region XI: Davao Region,11.0
2022-05-17,Region XI: Davao Region,2.0
2022-05-18,Region XI: Davao Region,4.0
2022-05-19,Region XI: Davao Region,4.0
2022-05-20,Region XI: Davao Region,4.0
2022-05-21,Region XI: Davao Region,3.0
2022-05-22,Region XI: Davao Region,7.0
2022-05-23,Region XI: Davao Region,10.0
2022-05-24,Region XI: Davao Region,5.0
2022-05-25,Region XI: Davao Region,6.0
2022-05-26,Region XI: Davao Region,5.0
2022-05-27,Region XI: Davao Region,7.0
2022-05-28,Region XI: Davao Region,4.0
2022-05-29,Region XI: Davao Region,1.0
2022-07-18,Region XI: Davao Region,41.0
2022-05-30,Region XI: Davao Region,6.0
2022-06-01,Region XI: Davao Region,1.0
2022-06-02,Region XI: Davao Region,6.0
2022-06-03,Region XI: Davao Region,1.0
2022-06-04,Region XI: Davao Region,3.0
2022-06-05,Region XI: Davao Region,14.0
2022-06-06,Region XI: Davao Region,6.0
2022-06-07,Region XI: Davao Region,6.0
2022-06-08,Region XI: Davao Region,8.0
2022-06-09,Region XI: Davao Region,12.0
2022-06-10,Region XI: Davao Region,6.0
2022-06-11,Region XI: Davao Region,12.0
2022-06-12,Region XI: Davao Region,5.0
2022-06-13,Region XI: Davao Region,5.0
2022-06-14,Region XI: Davao Region,1.0
2022-05-31,Region XI: Davao Region,3.0
2022-07-19,Region XI: Davao Region,35.0
2022-07-20,Region XI: Davao Region,31.0
2022-07-21,Region XI: Davao Region,39.0
2022-08-25,Region XI: Davao Region,152.0
2022-08-26,Region XI: Davao Region,140.0
2022-08-27,Region XI: Davao Region,119.0
2022-08-28,Region XI: Davao Region,81.0
2022-08-29,Region XI: Davao Region,128.0
2022-08-30,Region XI: Davao Region,94.0
2022-08-31,Region XI: Davao Region,92.0
2022-09-01,Region XI: Davao Region,69.0
2022-09-02,Region XI: Davao Region,152.0
2022-09-03,Region XI: Davao Region,184.0
2022-09-04,Region XI: Davao Region,99.0
2022-09-05,Region XI: Davao Region,102.0
2022-09-06,Region XI: Davao Region,58.0
2022-09-07,Region XI: Davao Region,53.0
2022-08-24,Region XI: Davao Region,174.0
2022-09-08,Region XI: Davao Region,139.0
2022-09-10,Region XI: Davao Region,141.0
2022-09-11,Region XI: Davao Region,71.0
2022-09-12,Region XI: Davao Region,107.0
2022-09-13,Region XI: Davao Region,58.0
2022-09-14,Region XI: Davao Region,84.0
2022-09-15,Region XI: Davao Region,130.0
2022-09-16,Region XI: Davao Region,94.0
2022-09-17,Region XI: Davao Region,115.0
2022-09-18,Region XI: Davao Region,130.0
2022-09-19,Region XI: Davao Region,142.0
2022-09-20,Region XI: Davao Region,45.0
2022-09-21,Region XI: Davao Region,57.0
2022-09-22,Region XI: Davao Region,137.0
2022-09-23,Region XI: Davao Region,75.0
2022-09-09,Region XI: Davao Region,126.0
2022-05-14,Region XI: Davao Region,2.0
2022-08-23,Region XI: Davao Region,71.0
2022-08-21,Region XI: Davao Region,153.0
2022-07-22,Region XI: Davao Region,52.0
2022-07-23,Region XI: Davao Region,73.0
2022-07-24,Region XI: Davao Region,65.0
2022-07-25,Region XI: Davao Region,57.0
2022-07-26,Region XI: Davao Region,28.0
2022-07-27,Region XI: Davao Region,37.0
2022-07-28,Region XI: Davao Region,61.0
2022-07-29,Region XI: Davao Region,89.0
2022-07-30,Region XI: Davao Region,88.0
2022-07-31,Region XI: Davao Region,83.0
2022-08-01,Region XI: Davao Region,77.0
2022-08-02,Region XI: Davao Region,44.0
2022-08-03,Region XI: Davao Region,66.0
2022-08-04,Region XI: Davao Region,82.0
2022-08-22,Region XI: Davao Region,79.0
2022-08-05,Region XI: Davao Region,147.0
2022-08-07,Region XI: Davao Region,173.0
2022-08-08,Region XI: Davao Region,102.0
2022-08-09,Region XI: Davao Region,49.0
2022-08-10,Region XI: Davao Region,68.0
2022-08-11,Region XI: Davao Region,107.0
2022-08-12,Region XI: Davao Region,144.0
2022-08-13,Region XI: Davao Region,150.0
2022-08-14,Region XI: Davao Region,159.0
2022-08-15,Region XI: Davao Region,73.0
2022-08-16,Region XI: Davao Region,80.0
2022-08-17,Region XI: Davao Region,95.0
2022-08-18,Region XI: Davao Region,177.0
2022-08-19,Region XI: Davao Region,129.0
2022-08-20,Region XI: Davao Region,156.0
2022-08-06,Region XI: Davao Region,79.0
2021-08-19,Region XI: Davao Region,284.0
2022-05-13,Region XI: Davao Region,4.0
2021-08-17,Region XI: Davao Region,424.0
2020-08-18,Region XI: Davao Region,48.0
2020-08-19,Region XI: Davao Region,51.0
2020-08-20,Region XI: Davao Region,28.0
2020-08-21,Region XI: Davao Region,31.0
2020-08-22,Region XI: Davao Region,27.0
2020-08-23,Region XI: Davao Region,18.0
2020-08-24,Region XI: Davao Region,37.0
2020-08-25,Region XI: Davao Region,12.0
2020-08-26,Region XI: Davao Region,19.0
2020-08-27,Region XI: Davao Region,24.0
2020-08-28,Region XI: Davao Region,8.0
2020-08-29,Region XI: Davao Region,37.0
2020-08-30,Region XI: Davao Region,51.0
2020-08-31,Region XI: Davao Region,32.0
2020-09-01,Region XI: Davao Region,38.0
2020-09-02,Region XI: Davao Region,35.0
2020-09-03,Region XI: Davao Region,22.0
2020-09-04,Region XI: Davao Region,43.0
2020-09-05,Region XI: Davao Region,27.0
2020-09-06,Region XI: Davao Region,26.0
2020-09-07,Region XI: Davao Region,24.0
2020-09-08,Region XI: Davao Region,22.0
2020-09-09,Region XI: Davao Region,29.0
2020-09-10,Region XI: Davao Region,20.0
2020-09-11,Region XI: Davao Region,20.0
2020-09-12,Region XI: Davao Region,25.0
2020-09-13,Region XI: Davao Region,31.0
2020-09-14,Region XI: Davao Region,27.0
2020-09-15,Region XI: Davao Region,32.0
2020-08-17,Region XI: Davao Region,14.0
2020-08-16,Region XI: Davao Region,28.0
2020-08-15,Region XI: Davao Region,34.0
2020-08-14,Region XI: Davao Region,62.0
2020-07-15,Region XI: Davao Region,18.0
2020-07-16,Region XI: Davao Region,45.0
2020-07-17,Region XI: Davao Region,16.0
2020-07-18,Region XI: Davao Region,29.0
2020-07-19,Region XI: Davao Region,32.0
2020-07-20,Region XI: Davao Region,28.0
2020-07-21,Region XI: Davao Region,28.0
2020-07-22,Region XI: Davao Region,2.0
2020-07-23,Region XI: Davao Region,20.0
2020-07-24,Region XI: Davao Region,18.0
2020-07-25,Region XI: Davao Region,45.0
2020-07-26,Region XI: Davao Region,37.0
2020-07-27,Region XI: Davao Region,25.0
2020-07-28,Region XI: Davao Region,25.0
2020-09-16,Region XI: Davao Region,39.0
2020-07-29,Region XI: Davao Region,4.0
2020-07-31,Region XI: Davao Region,54.0
2020-08-01,Region XI: Davao Region,48.0
2020-08-02,Region XI: Davao Region,40.0
2020-08-03,Region XI: Davao Region,59.0
2020-08-04,Region XI: Davao Region,19.0
2020-08-05,Region XI: Davao Region,12.0
2020-08-06,Region XI: Davao Region,40.0
2020-08-07,Region XI: Davao Region,12.0
2020-08-08,Region XI: Davao Region,17.0
2020-08-09,Region XI: Davao Region,25.0
2020-08-10,Region XI: Davao Region,69.0
2020-08-11,Region XI: Davao Region,18.0
2020-08-12,Region XI: Davao Region,49.0
2020-08-13,Region XI: Davao Region,39.0
2020-07-30,Region XI: Davao Region,33.0
2020-07-13,Region XI: Davao Region,20.0
2020-09-17,Region XI: Davao Region,30.0
2020-09-19,Region XI: Davao Region,27.0
2020-10-24,Region XI: Davao Region,130.0
2020-10-25,Region XI: Davao Region,88.0
2020-10-26,Region XI: Davao Region,107.0
2020-10-27,Region XI: Davao Region,84.0
2020-10-28,Region XI: Davao Region,84.0
2020-10-29,Region XI: Davao Region,99.0
2020-10-30,Region XI: Davao Region,70.0
2020-10-31,Region XI: Davao Region,110.0
2020-11-01,Region XI: Davao Region,192.0
2020-11-02,Region XI: Davao Region,209.0
2020-11-03,Region XI: Davao Region,44.0
2020-11-04,Region XI: Davao Region,175.0
2020-11-05,Region XI: Davao Region,131.0
2020-11-06,Region XI: Davao Region,184.0
2020-11-07,Region XI: Davao Region,128.0
2020-11-08,Region XI: Davao Region,124.0
2020-11-09,Region XI: Davao Region,97.0
2020-11-10,Region XI: Davao Region,82.0
2020-11-11,Region XI: Davao Region,139.0
2020-11-12,Region XI: Davao Region,250.0
2020-11-13,Region XI: Davao Region,147.0
2020-11-14,Region XI: Davao Region,144.0
2020-11-15,Region XI: Davao Region,99.0
2020-11-16,Region XI: Davao Region,189.0
2020-11-17,Region XI: Davao Region,47.0
2020-11-18,Region XI: Davao Region,57.0
2020-11-19,Region XI: Davao Region,143.0
2020-11-20,Region XI: Davao Region,117.0
2020-11-21,Region XI: Davao Region,162.0
2020-10-23,Region XI: Davao Region,117.0
2020-10-22,Region XI: Davao Region,100.0
2020-10-21,Region XI: Davao Region,51.0
2020-10-20,Region XI: Davao Region,82.0
2020-09-20,Region XI: Davao Region,27.0
2020-09-21,Region XI: Davao Region,15.0
2020-09-22,Region XI: Davao Region,28.0
2020-09-23,Region XI: Davao Region,29.0
2020-09-24,Region XI: Davao Region,29.0
2020-09-25,Region XI: Davao Region,26.0
2020-09-26,Region XI: Davao Region,62.0
2020-09-27,Region XI: Davao Region,80.0
2020-09-28,Region XI: Davao Region,44.0
2020-09-29,Region XI: Davao Region,31.0
2020-09-30,Region XI: Davao Region,52.0
2020-10-01,Region XI: Davao Region,76.0
2020-10-02,Region XI: Davao Region,26.0
2020-10-03,Region XI: Davao Region,27.0
2020-09-18,Region XI: Davao Region,44.0
2020-10-04,Region XI: Davao Region,44.0
2020-10-06,Region XI: Davao Region,37.0
2020-10-07,Region XI: Davao Region,62.0
2020-10-08,Region XI: Davao Region,47.0
2020-10-09,Region XI: Davao Region,40.0
2020-10-10,Region XI: Davao Region,71.0
2020-10-11,Region XI: Davao Region,41.0
2020-10-12,Region XI: Davao Region,54.0
2020-10-13,Region XI: Davao Region,69.0
2020-10-14,Region XI: Davao Region,26.0
2020-10-15,Region XI: Davao Region,62.0
2020-10-16,Region XI: Davao Region,55.0
2020-10-17,Region XI: Davao Region,90.0
2020-10-18,Region XI: Davao Region,39.0
2020-10-19,Region XI: Davao Region,96.0
2020-10-05,Region XI: Davao Region,67.0
2020-11-22,Region XI: Davao Region,141.0
2020-07-12,Region XI: Davao Region,22.0
2020-07-10,Region XI: Davao Region,13.0
2020-04-05,Region XI: Davao Region,7.0
2020-04-06,Region XI: Davao Region,0.0
2020-04-07,Region XI: Davao Region,4.0
2020-04-08,Region XI: Davao Region,3.0
2020-04-09,Region XI: Davao Region,3.0
2020-04-10,Region XI: Davao Region,0.0
2020-04-11,Region XI: Davao Region,0.0
2020-04-12,Region XI: Davao Region,0.0
2020-04-13,Region XI: Davao Region,0.0
2020-04-14,Region XI: Davao Region,3.0
2020-04-15,Region XI: Davao Region,3.0
2020-04-16,Region XI: Davao Region,2.0
2020-04-17,Region XI: Davao Region,2.0
2020-04-18,Region XI: Davao Region,3.0
2020-04-19,Region XI: Davao Region,1.0
2020-04-20,Region XI: Davao Region,6.0
2020-04-21,Region XI: Davao Region,3.0
2020-04-22,Region XI: Davao Region,5.0
2020-04-23,Region XI: Davao Region,1.0
2020-04-24,Region XI: Davao Region,0.0
2020-04-25,Region XI: Davao Region,1.0
2020-04-26,Region XI: Davao Region,5.0
2020-04-27,Region XI: Davao Region,0.0
2020-04-28,Region XI: Davao Region,6.0
2020-04-29,Region XI: Davao Region,2.0
2020-04-30,Region XI: Davao Region,0.0
2020-05-01,Region XI: Davao Region,0.0
2020-05-02,Region XI: Davao Region,0.0
2020-05-03,Region XI: Davao Region,12.0
2020-04-04,Region XI: Davao Region,5.0
2020-04-03,Region XI: Davao Region,2.0
2020-04-02,Region XI: Davao Region,0.0
2020-04-01,Region XI: Davao Region,13.0
2021-08-18,Region XI: Davao Region,271.0
2020-01-30,Region XI: Davao Region,0.0
2020-02-03,Region XI: Davao Region,0.0
2020-02-05,Region XI: Davao Region,0.0
2020-03-06,Region XI: Davao Region,0.0
2020-03-07,Region XI: Davao Region,0.0
2020-03-08,Region XI: Davao Region,0.0
2020-03-09,Region XI: Davao Region,0.0
2020-03-10,Region XI: Davao Region,0.0
2020-03-11,Region XI: Davao Region,0.0
2020-03-12,Region XI: Davao Region,0.0
2020-03-13,Region XI: Davao Region,0.0
2020-03-14,Region XI: Davao Region,0.0
2020-03-15,Region XI: Davao Region,0.0
2020-05-04,Region XI: Davao Region,1.0
2020-03-16,Region XI: Davao Region,0.0
2020-03-18,Region XI: Davao Region,0.0
2020-03-19,Region XI: Davao Region,0.0
2020-03-20,Region XI: Davao Region,0.0
2020-03-21,Region XI: Davao Region,2.0
2020-03-22,Region XI: Davao Region,0.0
2020-03-23,Region XI: Davao Region,2.0
2020-03-24,Region XI: Davao Region,0.0
2020-03-25,Region XI: Davao Region,0.0
2020-03-26,Region XI: Davao Region,0.0
2020-03-27,Region XI: Davao Region,2.0
2020-03-28,Region XI: Davao Region,1.0
2020-03-29,Region XI: Davao Region,16.0
2020-03-30,Region XI: Davao Region,20.0
2020-03-31,Region XI: Davao Region,1.0
2020-03-17,Region XI: Davao Region,0.0
2020-07-11,Region XI: Davao Region,37.0
2020-05-05,Region XI: Davao Region,0.0
2020-05-07,Region XI: Davao Region,6.0
2020-06-11,Region XI: Davao Region,5.0
2020-06-12,Region XI: Davao Region,10.0
2020-06-13,Region XI: Davao Region,28.0
2020-06-14,Region XI: Davao Region,1.0
2020-06-15,Region XI: Davao Region,13.0
2020-06-16,Region XI: Davao Region,9.0
2020-06-17,Region XI: Davao Region,0.0
2020-06-18,Region XI: Davao Region,1.0
2020-06-19,Region XI: Davao Region,6.0
2020-06-20,Region XI: Davao Region,0.0
2020-06-21,Region XI: Davao Region,6.0
2020-06-22,Region XI: Davao Region,0.0
2020-06-23,Region XI: Davao Region,30.0
2020-06-24,Region XI: Davao Region,1.0
2020-06-25,Region XI: Davao Region,1.0
2020-06-26,Region XI: Davao Region,14.0
2020-06-27,Region XI: Davao Region,8.0
2020-06-28,Region XI: Davao Region,5.0
2020-06-29,Region XI: Davao Region,1.0
2020-06-30,Region XI: Davao Region,16.0
2020-07-01,Region XI: Davao Region,3.0
2020-07-02,Region XI: Davao Region,0.0
2020-07-03,Region XI: Davao Region,5.0
2020-07-04,Region XI: Davao Region,47.0
2020-07-05,Region XI: Davao Region,22.0
2020-07-06,Region XI: Davao Region,9.0
2020-07-07,Region XI: Davao Region,11.0
2020-07-08,Region XI: Davao Region,1.0
2020-07-09,Region XI: Davao Region,22.0
2020-06-10,Region XI: Davao Region,2.0
2020-06-09,Region XI: Davao Region,3.0
2020-06-08,Region XI: Davao Region,0.0
2020-06-07,Region XI: Davao Region,1.0
2020-05-08,Region XI: Davao Region,1.0
2020-05-09,Region XI: Davao Region,9.0
2020-05-10,Region XI: Davao Region,0.0
2020-05-11,Region XI: Davao Region,0.0
2020-05-12,Region XI: Davao Region,1.0
2020-05-13,Region XI: Davao Region,0.0
2020-05-14,Region XI: Davao Region,7.0
2020-05-15,Region XI: Davao Region,9.0
2020-05-16,Region XI: Davao Region,7.0
2020-05-17,Region XI: Davao Region,0.0
2020-05-18,Region XI: Davao Region,0.0
2020-05-19,Region XI: Davao Region,0.0
2020-05-20,Region XI: Davao Region,0.0
2020-05-21,Region XI: Davao Region,0.0
2020-05-06,Region XI: Davao Region,12.0
2020-05-22,Region XI: Davao Region,0.0
2020-05-24,Region XI: Davao Region,5.0
2020-05-25,Region XI: Davao Region,0.0
2020-05-26,Region XI: Davao Region,8.0
2020-05-27,Region XI: Davao Region,5.0
2020-05-28,Region XI: Davao Region,21.0
2020-05-29,Region XI: Davao Region,1.0
2020-05-30,Region XI: Davao Region,0.0
2020-05-31,Region XI: Davao Region,34.0
2020-06-01,Region XI: Davao Region,9.0
2020-06-02,Region XI: Davao Region,1.0
2020-06-03,Region XI: Davao Region,8.0
2020-06-04,Region XI: Davao Region,17.0
2020-06-05,Region XI: Davao Region,2.0
2020-06-06,Region XI: Davao Region,2.0
2020-05-23,Region XI: Davao Region,38.0
2020-11-23,Region XI: Davao Region,78.0
2020-07-14,Region XI: Davao Region,16.0
2020-11-25,Region XI: Davao Region,169.0
2021-05-12,Region XI: Davao Region,111.0
2021-05-13,Region XI: Davao Region,105.0
2021-05-14,Region XI: Davao Region,91.0
2021-05-15,Region XI: Davao Region,169.0
2021-05-16,Region XI: Davao Region,108.0
2021-05-17,Region XI: Davao Region,117.0
2021-05-18,Region XI: Davao Region,115.0
2021-05-19,Region XI: Davao Region,120.0
2021-05-20,Region XI: Davao Region,75.0
2021-05-21,Region XI: Davao Region,186.0
2021-05-22,Region XI: Davao Region,203.0
2021-05-23,Region XI: Davao Region,215.0
2021-05-24,Region XI: Davao Region,146.0
2021-05-25,Region XI: Davao Region,164.0
2021-05-26,Region XI: Davao Region,142.0
2021-05-27,Region XI: Davao Region,286.0
2021-05-28,Region XI: Davao Region,359.0
2021-05-29,Region XI: Davao Region,262.0
2021-05-30,Region XI: Davao Region,308.0
2021-05-31,Region XI: Davao Region,332.0
2021-06-01,Region XI: Davao Region,212.0
2021-06-02,Region XI: Davao Region,368.0
2021-06-03,Region XI: Davao Region,425.0
2021-06-04,Region XI: Davao Region,361.0
2021-06-05,Region XI: Davao Region,433.0
2021-06-06,Region XI: Davao Region,447.0
2021-06-07,Region XI: Davao Region,372.0
2021-06-08,Region XI: Davao Region,336.0
2021-06-09,Region XI: Davao Region,255.0
2021-05-11,Region XI: Davao Region,81.0
2021-05-10,Region XI: Davao Region,132.0
2021-05-09,Region XI: Davao Region,104.0
2021-05-08,Region XI: Davao Region,121.0
2021-04-08,Region XI: Davao Region,65.0
2021-04-09,Region XI: Davao Region,111.0
2021-04-10,Region XI: Davao Region,102.0
2021-04-11,Region XI: Davao Region,128.0
2021-04-12,Region XI: Davao Region,89.0
2021-04-13,Region XI: Davao Region,53.0
2021-04-14,Region XI: Davao Region,63.0
2021-04-15,Region XI: Davao Region,91.0
2021-04-16,Region XI: Davao Region,59.0
2021-04-17,Region XI: Davao Region,91.0
2021-04-18,Region XI: Davao Region,83.0
2021-04-19,Region XI: Davao Region,68.0
2021-04-20,Region XI: Davao Region,54.0
2021-04-21,Region XI: Davao Region,68.0
2021-06-11,Region XI: Davao Region,369.0
2021-04-22,Region XI: Davao Region,34.0
2021-04-24,Region XI: Davao Region,68.0
2021-04-25,Region XI: Davao Region,57.0
2021-04-26,Region XI: Davao Region,56.0
2021-04-27,Region XI: Davao Region,42.0
2021-04-28,Region XI: Davao Region,31.0
2021-04-29,Region XI: Davao Region,77.0
2021-04-30,Region XI: Davao Region,71.0
2021-05-01,Region XI: Davao Region,83.0
2021-05-02,Region XI: Davao Region,91.0
2021-05-03,Region XI: Davao Region,85.0
2021-05-04,Region XI: Davao Region,93.0
2021-05-05,Region XI: Davao Region,91.0
2021-05-06,Region XI: Davao Region,96.0
2021-05-07,Region XI: Davao Region,133.0
2021-04-23,Region XI: Davao Region,49.0
2021-04-07,Region XI: Davao Region,22.0
2021-06-12,Region XI: Davao Region,592.0
2021-06-14,Region XI: Davao Region,541.0
2021-07-19,Region XI: Davao Region,319.0
2021-07-20,Region XI: Davao Region,386.0
2021-07-21,Region XI: Davao Region,291.0
2021-07-22,Region XI: Davao Region,290.0
2021-07-23,Region XI: Davao Region,573.0
2021-07-24,Region XI: Davao Region,318.0
2021-07-25,Region XI: Davao Region,340.0
2021-07-26,Region XI: Davao Region,319.0
2021-07-27,Region XI: Davao Region,181.0
2021-07-28,Region XI: Davao Region,119.0
2021-07-29,Region XI: Davao Region,219.0
2021-07-30,Region XI: Davao Region,490.0
2021-07-31,Region XI: Davao Region,358.0
2021-08-01,Region XI: Davao Region,326.0
2021-08-02,Region XI: Davao Region,282.0
2021-08-03,Region XI: Davao Region,268.0
2021-08-04,Region XI: Davao Region,124.0
2021-08-05,Region XI: Davao Region,242.0
2021-08-06,Region XI: Davao Region,561.0
2021-08-07,Region XI: Davao Region,469.0
2021-08-08,Region XI: Davao Region,541.0
2021-08-09,Region XI: Davao Region,160.0
2021-08-10,Region XI: Davao Region,224.0
2021-08-11,Region XI: Davao Region,232.0
2021-08-12,Region XI: Davao Region,319.0
2021-08-13,Region XI: Davao Region,494.0
2021-08-14,Region XI: Davao Region,620.0
2021-08-15,Region XI: Davao Region,413.0
2020-11-24,Region XI: Davao Region,63.0
2021-07-18,Region XI: Davao Region,484.0
2021-07-17,Region XI: Davao Region,642.0
2021-07-16,Region XI: Davao Region,461.0
2021-07-15,Region XI: Davao Region,336.0
2021-06-15,Region XI: Davao Region,224.0
2021-06-16,Region XI: Davao Region,457.0
2021-06-17,Region XI: Davao Region,746.0
2021-06-18,Region XI: Davao Region,417.0
2021-06-19,Region XI: Davao Region,496.0
2021-06-20,Region XI: Davao Region,466.0
2021-06-21,Region XI: Davao Region,631.0
2021-06-22,Region XI: Davao Region,87.0
2021-06-23,Region XI: Davao Region,503.0
2021-06-24,Region XI: Davao Region,629.0
2021-06-25,Region XI: Davao Region,629.0
2021-06-26,Region XI: Davao Region,586.0
2021-06-27,Region XI: Davao Region,546.0
2021-06-28,Region XI: Davao Region,543.0
2021-06-13,Region XI: Davao Region,443.0
2021-06-29,Region XI: Davao Region,726.0
2021-07-01,Region XI: Davao Region,637.0
2021-07-02,Region XI: Davao Region,541.0
2021-07-03,Region XI: Davao Region,569.0
2021-07-04,Region XI: Davao Region,549.0
2021-07-05,Region XI: Davao Region,503.0
2021-07-06,Region XI: Davao Region,406.0
2021-07-07,Region XI: Davao Region,505.0
2021-07-08,Region XI: Davao Region,329.0
2021-07-09,Region XI: Davao Region,571.0
2021-07-10,Region XI: Davao Region,574.0
2021-07-11,Region XI: Davao Region,506.0
2021-07-12,Region XI: Davao Region,388.0
2021-07-13,Region XI: Davao Region,336.0
2021-07-14,Region XI: Davao Region,446.0
2021-06-30,Region XI: Davao Region,457.0
2021-04-06,Region XI: Davao Region,88.0
2021-06-10,Region XI: Davao Region,420.0
2021-08-16,Region XI: Davao Region,371.0
2020-12-30,Region XI: Davao Region,25.0
2020-12-31,Region XI: Davao Region,76.0
2021-01-01,Region XI: Davao Region,147.0
2021-01-02,Region XI: Davao Region,145.0
2021-01-03,Region XI: Davao Region,108.0
2021-01-04,Region XI: Davao Region,98.0
2021-01-05,Region XI: Davao Region,112.0
2021-01-06,Region XI: Davao Region,102.0
2021-01-07,Region XI: Davao Region,82.0
2021-01-08,Region XI: Davao Region,164.0
2021-01-09,Region XI: Davao Region,193.0
2021-01-10,Region XI: Davao Region,144.0
2021-01-11,Region XI: Davao Region,206.0
2021-01-12,Region XI: Davao Region,237.0
2021-01-13,Region XI: Davao Region,95.0
2021-01-14,Region XI: Davao Region,286.0
2021-01-15,Region XI: Davao Region,158.0
2021-01-16,Region XI: Davao Region,63.0
2021-01-17,Region XI: Davao Region,178.0
2021-01-18,Region XI: Davao Region,237.0
2021-01-19,Region XI: Davao Region,177.0
2021-01-20,Region XI: Davao Region,135.0
2021-01-21,Region XI: Davao Region,113.0
2021-01-22,Region XI: Davao Region,168.0
2021-01-23,Region XI: Davao Region,235.0
2021-01-24,Region XI: Davao Region,202.0
2021-01-25,Region XI: Davao Region,133.0
2021-01-26,Region XI: Davao Region,128.0
2021-01-27,Region XI: Davao Region,213.0
2020-12-29,Region XI: Davao Region,88.0
2020-12-28,Region XI: Davao Region,76.0
2020-12-27,Region XI: Davao Region,75.0
2020-12-26,Region XI: Davao Region,94.0
2021-04-05,Region XI: Davao Region,50.0
2020-11-27,Region XI: Davao Region,124.0
2020-11-28,Region XI: Davao Region,257.0
2020-11-29,Region XI: Davao Region,74.0
2020-11-30,Region XI: Davao Region,130.0
2020-12-01,Region XI: Davao Region,72.0
2020-12-02,Region XI: Davao Region,179.0
2020-12-03,Region XI: Davao Region,125.0
2020-12-04,Region XI: Davao Region,41.0
2020-12-05,Region XI: Davao Region,179.0
2020-12-06,Region XI: Davao Region,96.0
2020-12-07,Region XI: Davao Region,230.0
2020-12-08,Region XI: Davao Region,109.0
2020-12-09,Region XI: Davao Region,124.0
2021-01-28,Region XI: Davao Region,81.0
